expression; size; sliced on; sign slice; sign size 
(let* ((n (if #f 1 -16)) (awmwkk (+ -19 -4)) (fe -24)) (if #f fe -9));14;-21;(let* ((n (if #f 1 -16))) '());6
(letrec* ((u -1) (yj (let* () -7)) (fzb (if #t 8 -22)) (bveqt 18)) (- (- 25 u) (- -12 1)));19;16;(letrec* ((u -1) (yj (let* () -7))) '());5
(let* ((yq (begin 4 -29)) (se 11) (jpl 8)) yq);7;15;(let* ((yq (begin -29))) '());4
(letrec* ((nl 20) (zu -4)) (letrec* ((ynfon 5)) (/ -15 -20)));9;-17;(letrec* ((zu -4)) '());3
(letrec* ((xvdqv -10) (fixscg 16) (idm (* -21 -24)) (ahvci -8)) (begin fixscg -11));11;-6;(letrec* ((idm (* -21 -24))) '());6
(let ((ey (+ (* (+ -24 -4) (+ -19 10)) (if #f -23 -9))) (oam -2) (ulhuk -19) (imjdlf 30)) (- (if (< -28 (/ (/ -24 -8) ulhuk)) (+ (- 13 (+ (/ 11 (+ (- 13 ey) -26)) 25)) (- 27 (- (+ ey 27) imjdlf))) (- 5 (/ (* -25 -12) -22))) (- (begin 12 (* -29 18)) (+ -20 (if #t (* 7 4) -24)))));89;-24;(let ((ey (+ (* (+ -24 -4) (+ -19 10)) (if #f -23 -9))) (ulhuk -19)) '());19
(let* ((ohknq 16) (lam -25) (ugie -12) (dfbg 4)) (if #f dfbg (begin lam lam)));11;23;(let* ((dfbg 4)) '());3
(letrec* ((bruusl (* (/ (if #t 19 6) -16) 28)) (coolql (+ 21 23)) (h -2) (jasx 4)) bruusl);18;16;(letrec* ((bruusl (* (/ (if #t 19 6) -16) 28))) '());12
(let* ((vgn 25)) -30);3;-1;(let* ((vgn 25)) '());3
(let* ((h (+ 25 -30)) (fijaqa 24)) (* 14 h));10;0;(let* ((h (+ 25 -30))) '());6
(let* ((rgazxe -11) (gsz 8) (yfabz 18) (oda -16)) (- (- gsz (- (* (/ (/ oda 25) -1) -6) -13)) yfabz));24;-18;(let* ((yfabz 18)) '());3
(let* ((sci -24) (oj (if #f -21 5)) (g 2)) (letrec* ((cfar sci)) (if #f (if #t (- -5 20) oj) (- sci 24))));22;-17;(let* ((sci -24)) (letrec* ((cfar sci)) '()));5
(letrec* ((fnfujk (if #f 23 -13)) (at -14)) (/ -2 14));10;20;(letrec* ((fnfujk (if #f 23 -13))) '());6
(let* ((p (/ (- 14 20) -7)) (qqvl 1) (dj -30)) (- (if (< qqvl -18) -23 -13) (/ (/ -16 -17) (* (+ (- 28 17) -21) -26))));35;-3;(let* ((p (/ (- 14 20) -7)) (qqvl 1)) '());10
(letrec* ((etcm 18) (utve (let* () 24)) (ntq 6) (g 27)) (* (begin (* 10 30) (set! g -27) -15) (begin (+ 20 -18) (set! g utve) utve)));24;0;(letrec* ((etcm 18) (utve (let* () 24))) '());5
(letrec* ((vvvqg 5)) (+ (- 27 vvvqg) vvvqg));9;25;(letrec* ((vvvqg 5)) '());3
(letrec* ((jaq (+ 17 -21)) (qn 28)) (letrec* ((pwl -14)) (* (- (- (+ jaq jaq) -9) jaq) (+ 23 jaq))));24;-6;(letrec* ((jaq (+ 17 -21))) '());6
(let* ((nr -15) (bs (* (if #t 13 19) (if #t 6 -14))) (mzu -9) (u -6)) u);15;11;(let* ((u -6)) '());3
(let* ((zktqr 15) (djqh -18)) (/ (letrec* ((bln djqh)) (+ bln (* -5 -4))) (+ djqh zktqr)));18;11;(let* ((zktqr 15) (djqh -18)) (/ (letrec* ((bln djqh)) (+ bln (* -5 -4))) (+ djqh zktqr)));18
(let ((idxwl 14) (ru (if #f -20 6)) (rg -8)) ru);8;-18;(let ((idxwl 14)) '());3
(let ((wiz (begin -28 -15 24)) (cktdzq 0) (ugpdcd -28) (su 16)) su);9;-8;(let ((wiz (begin 24))) '());4
(letrec* ((xxxe (let* ((mzpf 23)) mzpf)) (kww (+ -17 (if #f 30 10))) (euxtwp (if #f 23 -8)) (kwd 4)) (- kww (- -4 15)));23;-19;(letrec* ((xxxe (let* ((mzpf 23)) mzpf)) (kww (+ -17 (if #f 30 10)))) '());12
(let ((yyc 24) (an -25) (jac (* -8 22)) (doo -30)) (let ((b (/ yyc (* (- (- yyc (+ jac 10)) (* yyc (* an -21))) yyc)))) -19));32;26;(let ((an -25)) '());3
(letrec* ((ccz -24) (j 23) (n 7)) 7);5;5;(letrec* ((n 7)) '());3
(let* ((zjhg (if #t -26 5)) (uzg 7)) zjhg);7;-11;(let* ((uzg 7)) '());3
(let* ((u (/ -30 -11)) (wx (let* () -26)) (p 20) (jybf 8)) (- (- p -20) (* -30 jybf)));19;8;(let* ((u (/ -30 -11)) (wx (let* () -26))) '());8
(let* ((jsvb 17) (nrcw (let* () -24)) (tgx (+ 10 8)) (vvbo -28)) (if (< nrcw (/ (/ 6 (- 21 -28)) (- -6 (* nrcw vvbo)))) (* vvbo (begin (set! nrcw tgx) (+ (+ (+ jsvb jsvb) vvbo) -4))) (begin (- vvbo (- (+ 20 -9) jsvb)) (set! jsvb (- 3 2)) 8)));62;-3;(let* ((jsvb 17) (nrcw (let* () -24)) (tgx (+ 10 8)) (vvbo -28)) (if (< nrcw (/ (/ 6 (- 21 -28)) (- -6 (* nrcw vvbo)))) (* vvbo (begin (set! nrcw tgx) (+ (+ (+ jsvb jsvb) vvbo) -4))) '()));46
(let* ((pzc -26) (jaczpb 21) (hti -15)) -22);5;-17;(let* ((jaczpb 21)) '());3
(let* ((ed -24) (hqpsoj (letrec* () 23)) (vkhhk 14) (wxcaua 26)) (- (begin wxcaua (- vkhhk -20)) (if (< ed (+ (/ 17 (/ 12 (* -24 -18))) (* (+ -25 (- ed hqpsoj)) (* (- 19 hqpsoj) (/ 25 wxcaua))))) (if #f -30 -18) wxcaua)));54;23;(let* ((ed -24) (hqpsoj (letrec* () 23)) (wxcaua 26)) '());6
(let* ((sfagg (letrec* ((lonkrg 3)) lonkrg)) (vl 11) (i 30) (zj -12)) (begin (+ 4 29) zj -6 27));15;-13;(let* ((sfagg (letrec* ((lonkrg 3)) lonkrg)) (zj -12)) '());6
(letrec* ((mpx (let* ((du -25)) -23)) (cfrnq 29) (vw (/ -25 29)) (zywoeg 9)) (if #f (begin (set! vw (* 5 mpx)) zywoeg) (if #f (/ -26 13) (if #t (* (* -12 (* -24 vw)) -19) 1))));38;-15;(letrec* ((mpx (let* () -23)) (cfrnq 29)) '());5
(let* ((dywrlk (if #f 8 4)) (wfuqn -2)) (begin (set! wfuqn (if #f (- -16 dywrlk) wfuqn)) dywrlk dywrlk));17;10;(let* ((dywrlk (if #f 8 4)) (wfuqn -2)) '());7
(let* ((ha (/ -28 -17)) (ieve 26)) 27);7;-12;(let* ((ha (/ -28 -17))) '());6
(let ((ev (- -3 (letrec* () -28))) (tspvht -25) (e 30) (aausfa 14)) (if #f 27 aausfa));13;-15;(let ((ev (- -3 (letrec* () -28))) (tspvht -25)) '());8
(let* ((i (if #f 19 21)) (upwne -7) (oghw -1) (qa 26)) -19);9;-16;(let* ((i (if #f 19 21))) '());6
(let* ((hagcwv 0) (rsyorw -24) (u (if #f 14 5)) (en -8)) -30);9;-23;(let* ((rsyorw -24)) '());3
(let* ((kygj (* 3 25)) (oovhso (if (< 26 30) (* 25 -14) -25)) (rj (/ 11 10)) (xuyh -27)) -3);21;-25;(let* ((xuyh -27)) '());3
(let ((idqgso 28) (zyg (begin -27 3)) (qlvs -25) (uxgygf -3)) qlvs);8;5;(let ((zyg (begin 3))) '());4
(let* ((mirfz -8) (c 28) (pme (+ 28 23)) (lxo 8)) (begin -22 (set! c (/ (* -6 (/ -1 (- -23 (- (+ -19 lxo) c)))) lxo)) (* -2 c)));34;1;(let* ((c 28) (lxo 8)) (begin (set! c (/ (* -6 (/ -1 (- -23 (- (+ -19 lxo) c)))) lxo))));24
(let* ((zz (begin -16 25)) (bsyexc (if (< 20 9) (/ -8 24) (if #t -25 -6))) (a -28) (vh 2)) (* zz vh));23;-14;(let* ((a -28)) '());3
(let* ((csmxh 13) (v -24)) (if #f csmxh (begin -7 (/ v (+ (+ csmxh csmxh) -2)) (+ (- -1 3) -7))));25;17;(let* ((v -24)) '());3
(let ((koum 14) (sif -19) (qfvzjs 25) (aainyj -8)) (let* ((m -19) (r (* (- 6 (+ 21 -2)) (- -19 sif)))) (if (= (+ r (* koum 10)) r) (* koum r) (+ sif r))));39;0;(let ((koum 14) (sif -19)) (let* ((r (* (- 6 (+ 21 -2)) (- -19 sif)))) '()));18
(let* ((ab -27) (z -28) (iubmof 23) (wby -27)) (+ 6 ab));9;-18;(let* ((iubmof 23)) '());3
(let* ((ioodq -6) (tmiyxq -3)) tmiyxq);4;30;(let* ((ioodq -6)) '());3
(letrec* ((s -16) (l 10)) (- (- (begin s -14) (* (- 20 s) (* l s))) (- -9 (begin (/ (+ l -10) 19) (* (/ 1 l) -12)))));38;21;(letrec* ((l 10)) '());3
(let ((u 30) (tde (/ 14 15)) (hueafw 22)) 14);8;2;(let ((hueafw 22)) '());3
(letrec* ((e 13)) (- 16 (begin (* 10 (/ -16 e)) (set! e e) (/ -1 -27))));19;-12;(letrec* ((e 13)) (- 16 (begin (set! e e) (/ -1 -27))));12
(let* ((qeblpu -22) (sp (let* () 18)) (gwnkks -15) (folgj 14)) folgj);7;23;(let* ((sp (let* () 18)) (folgj 14)) '());5
(let ((xrwgxs (begin -7 11)) (ytfe (* 27 20)) (hq (if #f -21 -2)) (nnixs 10)) (if #t -9 (- (if (= -1 hq) (* (* hq nnixs) (- (/ xrwgxs (* ytfe xrwgxs)) nnixs)) xrwgxs) (let* () ytfe))));42;22;(let ((xrwgxs (dummy 2)) (ytfe (dummy 2)) (hq (if #f -21 -2)) (nnixs 10)) (if #t '() (- (if (= -1 hq) (* (* hq nnixs) (- (/ xrwgxs (* ytfe xrwgxs)) nnixs)) xrwgxs) (let* () ytfe))));41
(letrec* ((vh (if #t 24 -24)) (oi -12) (j 6) (crvyxe 8)) (* (* -8 2) -20));15;14;(letrec* ((j 6)) '());3
(let* ((ted (begin -4 -3)) (r (let* () -22)) (mvx 11) (xtzfrs 16)) 4);9;-27;(let* ((r (let* () -22))) '());4
(let ((isdf 16) (jgogay (if (= -4 -26) 14 (* 26 4))) (x -13) (hrzxy -12)) (if (= (* x (- (- (- (+ (* x 17) -19) jgogay) (- (- 0 2) x)) (* (* (/ 19 (* -16 4)) 20) x))) 21) (* (* (* (/ 18 (- x isdf)) -14) (* -18 isdf)) (if (< 13 jgogay) -4 10)) (begin x (- (/ hrzxy 10) 12))));89;8;(let ((isdf 16) (jgogay (if (= -4 -26) 14 (* 26 4))) (x -13)) '());14
(let* ((se (/ -1 16)) (dlzjn (letrec* () 24)) (pv (if #t -11 -16)) (wnv 11)) (begin (* dlzjn wnv) se (/ -26 (* (- -30 dlzjn) 25))));28;-4;(let* ((se (/ -1 16)) (dlzjn (letrec* () 24))) '());8
(let* ((dlgs (if #f (+ -4 16) (* -8 -28))) (zsxra 11) (kjfm 22) (mqud 10)) (* (/ (letrec* () 22) (- (if #t (+ zsxra -24) (- mqud (/ (/ (+ (+ 24 -14) -20) 9) -10))) (/ mqud kjfm))) (+ -15 4)));52;5;(let* ((zsxra 11) (kjfm 22) (mqud 10)) (* (/ (letrec* () 22) (- (if #t (+ zsxra -24) (- mqud (/ (/ (+ (+ 24 -14) -20) 9) -10))) (/ mqud kjfm))) (+ -15 4)));42
(let ((pgdrmh 28) (sgi (if #t -24 -3)) (da (if #f -7 -17)) (cdhotc -14)) 7);12;-24;(let ((pgdrmh 28)) '());3
(let* ((kktl 23) (ufpwte -16) (mzfbs 23) (rvx -7)) (/ (begin 10 kktl) (* (letrec* () ufpwte) (- (/ 2 (/ 28 rvx)) (- 21 mzfbs)))));27;19;(let* ((kktl 23) (ufpwte -16) (mzfbs 23) (rvx -7)) (/ (begin kktl) (* (letrec* () ufpwte) (- (/ 2 (/ 28 rvx)) (- 21 mzfbs)))));26
(letrec* ((gk (if #f -5 -19)) (hzxgwk (if (= -28 -21) 3 -5)) (xdbz (if #f -4 14)) (lezk -22)) (begin lezk (set! gk lezk) (set! hzxgwk gk) 29));24;-11;(letrec* ((gk (dummy -2)) (hzxgwk (dummy 3)) (lezk -22)) (begin (set! gk lezk) (set! hzxgwk gk)));13
(let ((mvga (/ -23 26)) (yhhot -3)) (* yhhot -9));10;-21;(let ((yhhot -3)) '());3
(letrec* ((d 5) (taahfk -25)) d);4;29;(letrec* ((taahfk -25)) '());3
(letrec* ((xa (if #f (let* () 30) -23)) (yiekwv -1) (djgmpf -30) (thqgye 22)) (- 9 (if #f (let () xa) xa)));17;19;(letrec* ((xa (if #f (let* () 30) -23)) (thqgye 22)) (- 9 (if #f (let () xa) xa)));15
(let ((tm (* (* -12 3) (begin 22 -1))) (e 24) (tvlxwz 23) (n -14)) (* -21 (+ 1 -21)));20;22;(let ((tvlxwz 23)) '());3
(letrec* ((wk (* (if #t 10 -25) (/ (if #t -14 -25) -27))) (zjhzg 22) (qh -20) (o -16)) (* (begin (if #f -6 qh) (/ (+ -9 19) (- (/ -27 (/ 19 -25)) 25)) qh) (- -2 -13)));45;5;(letrec* ((zjhzg 22)) '());3
(letrec* ((p -5) (wefg 16) (juz (/ 26 23)) (tuduqd -12)) (begin (set! juz (if (< 5 (* -22 (- (- p 22) (+ juz tuduqd)))) 12 (/ 22 23))) (+ (- 28 wefg) -28) p 23));41;20;(letrec* ((p -5) (juz (dummy 2)) (tuduqd -12)) (begin (set! juz (if (< 5 (* -22 (- (- p 22) (+ juz tuduqd)))) 12 (/ 22 23)))));30
(let* ((hzn 22) (ghcx -27) (gdniy -13)) (+ (* 10 1) (if #f -6 (if (= (* (- hzn 24) gdniy) (* 5 22)) (if #f hzn hzn) (/ -2 -30)))));35;9;(let* ((hzn 22) (gdniy -13)) '());4
(let* ((qq (if #t 26 28)) (zs 11) (dgwcgl 24)) (let* ((hqr -16)) 0));10;-9;(let* () (let* ((hqr -16)) '()));4
(let ((pcflx (if #f (if #f -29 -26) -17)) (apjgt 4) (gscgk -13)) (+ (if (< -14 -20) (+ -24 (* -12 (* (+ (* 9 (* (/ (- (/ 24 -6) (- apjgt -30)) 21) (/ -26 4))) (* apjgt -21)) apjgt))) (* gscgk (* 12 -24))) (- 25 22)));65;11;(let ((gscgk -13)) '());3
(let* ((dwxs (/ -6 25)) (i 17)) (/ -6 -1));10;-24;(let* ((dwxs (/ -6 25))) '());6
(let* ((hvep (let ((faa 10)) (* (- (* -12 faa) faa) -9))) (ffsbvv (begin -19 17)) (vho -11) (xnsm -29)) (- 30 xnsm));22;-18;(let* ((hvep (let ((faa 10)) (* (- (* -12 faa) faa) -9))) (vho -11)) '());15
(let* ((gvbiq (begin 26 1)) (h 25) (gp (- 29 -11)) (by 0)) h);11;10;(let* ((gp (- 29 -11))) '());6
(let* ((g -30) (mh (if (= 29 1) (+ 26 -6) (if #t 23 24))) (tclvyx 18) (i -25)) (let ((gpt g) (hi 1)) (- (if #f mh 2) (* -5 (* (+ hi mh) tclvyx)))));36;-6;(let* ((g -30)) '());3
(let* ((ucis (if #t 9 16)) (c (if #t -12 22)) (zxqx -7)) 14);11;29;(let* ((zxqx -7)) '());3
(let ((v -29) (xuaaa (- -7 14)) (oovf -20)) (if #f (begin (/ v 21) (set! xuaaa (/ -30 (/ xuaaa -26))) 16) (begin (- (/ -5 2) xuaaa) -23 v)));33;-3;(let ((v -29) (xuaaa (dummy -2))) (if #f (begin (set! xuaaa (/ -30 (/ xuaaa -26)))) '()));17
(letrec* ((ndpor 30) (oddml (begin 13 -21)) (v (/ 15 -16)) (isk 12)) (/ (+ (/ (+ (* isk 24) 29) (* isk -23)) (if #t -6 11)) (if (< 25 oddml) (- 0 (/ 9 v)) (+ isk 28))));47;-29;(letrec* ((oddml (begin -21)) (isk 12)) '());5
(let ((wjuxex (- (+ (if #f -13 -5) 5) (/ 17 -30))) (avmh -24) (gg (+ -4 -15)) (iawu -6)) (begin 7 (/ 9 -23) (set! iawu (/ -29 -22)) wjuxex));32;-23;(let ((avmh -24)) '());3
(let* ((ihaue -10) (f -30) (dhwlvx 16)) (- (if #f (- dhwlvx (- f -16)) (begin (/ 9 dhwlvx) 23)) (let ((vmen ihaue)) (if #f (* dhwlvx 25) (/ f 15)))));33;-5;(let* ((ihaue -10) (f -30) (dhwlvx 16)) (- (if #f (- dhwlvx (- f -16)) (begin 23)) (let ((vmen ihaue)) (if #f (* dhwlvx 25) (/ f 15)))));29
(letrec* ((fxtgzl -24) (ejm -30)) (/ (let* ((zmj -19)) (/ 16 (- zmj ejm))) (begin ejm -11 ejm)));18;5;(letrec* ((ejm -30)) (/ (let* ((zmj -19)) (/ 16 (- zmj ejm))) (begin ejm)));15
(let* ((jwsm -7) (l (/ (if #t -24 -12) 6)) (bnoooj 12) (lznwa -19)) jwsm);12;16;(let* ((jwsm -7)) '());3
(let* ((dbwsdx -17) (vk 2) (unt -27)) (if #t (begin 11 unt) (/ (if (< vk -26) 12 7) (if #f (+ 21 (* 16 -18)) (* 24 -15)))));31;30;(let* ((dbwsdx -17) (vk 2)) '());4
(let* ((jwl (- -26 -30)) (rshjqd 28) (yqpuor -2)) -1);8;4;(let* ((rshjqd 28)) '());3
(let* ((kr (if #t 18 -20)) (yp -14) (liaoz 4) (prcio 2)) (* -7 21));12;7;(let* ((prcio 2)) '());3
(let* ((fjz -5) (wpbgqi -12) (z -25)) (/ (if #t (letrec* () (- (* wpbgqi (* z 26)) z)) (/ (* fjz -7) (if #t fjz fjz))) (* (/ 24 wpbgqi) (* 6 (/ wpbgqi -15)))));42;21;(let* ((fjz -5) (wpbgqi -12) (z -25)) (/ (if #t (letrec* () (- (* wpbgqi (* z 26)) z)) (/ (* fjz -7) (if #t fjz fjz))) (* (/ 24 wpbgqi) (* 6 (/ wpbgqi -15)))));42
(letrec* ((nua (let () 8)) (u (* -30 -7)) (gtj -8)) (if (< (* 13 -13) 3) (if (< -9 21) (let* () 9) (begin (set! u -10) (+ gtj (- -12 -20)))) nua));34;-30;(letrec* ((nua (let () 8))) '());4
(let* ((sokfn 6) (ym (+ 12 -9)) (l -21) (bbu 30)) (if #t -29 (/ 4 26)));15;-10;(let* ((l -21)) '());3
(letrec* ((nn (/ -19 (if #t -13 -13))) (jt (if #t 29 29)) (gf 3)) (+ -21 28));17;10;(letrec* ((jt (if #t 29 29))) '());6
(let* ((w -21)) (letrec* ((h (- (+ (* -18 23) (* 10 w)) (* -16 w))) (k 14)) 3));21;-11;(let* ((w -21)) (letrec* ((h (- (+ (* -18 23) (* 10 w)) (* -16 w)))) '()));20
(let* ((kygnf 21) (goi 5) (h 23) (lx -28)) 25);6;0;(let* ((kygnf 21)) '());3
(let* ((xlh 3)) (* xlh xlh));6;26;(let* ((xlh 3)) '());3
(letrec* ((lx (begin 19 -19)) (qbmh -13) (fgqvks -27) (btpdnz -1)) lx);8;30;(letrec* ((fgqvks -27)) '());3
(let ((kykkb (begin -9 17 5)) (syuem (begin 10 -28)) (yhlybl (if #f -18 22)) (a -10)) (if #t -20 (begin 28 (set! yhlybl -3) 20)));21;-11;(let ((syuem (begin -28))) '());4
(let ((zpyho 2) (umw 18) (eg -7)) (* (begin (set! zpyho 8) zpyho) (if (= -22 12) (* -12 21) (/ (+ (+ umw zpyho) -27) (/ -22 (- 7 zpyho))))));35;27;(let ((zpyho 2) (umw 18)) (* (begin (set! zpyho 8) zpyho) (if (= -22 12) (* -12 21) (/ (+ (+ umw zpyho) -27) (/ -22 (- 7 zpyho))))));34
(let* ((pc -11)) pc);3;14;(let* ((pc -11)) '());3
(let* ((gcruc 20) (ta -7) (uxsnym -15) (pu -5)) uxsnym);6;11;(let* ((pu -5)) '());3
(let* ((xlslr (let* ((bgi -26)) (if #t (- -15 0) bgi))) (v 28) (odtawl 5) (sfr 12)) (if (= 8 22) 24 (begin (set! xlslr -8) (set! xlslr v) sfr)));25;6;(let* ((xlslr (let* ((bgi -26)) (if #t (- -15 0) bgi))) (odtawl 5)) '());12
(let* ((alwab (- (if #t (- -1 5) (if #t 14 28)) (if #f 1 (/ -9 20)))) (pjjw (- 18 -25)) (jzawl (if #t -19 29)) (d 15)) (* (+ jzawl 0) 9));36;-16;(let* ((alwab (- (if #t (- -1 5) (if #t 14 28)) (if #f 1 (/ -9 20))))) '());21
(let ((zl (letrec* () -14)) (g 26) (mfqjyo -17)) (letrec* ((diim (* 20 -14)) (armfp -28)) (+ (* (+ 23 g) -24) (* 30 -3))));24;25;(let ((zl (letrec* () -14))) '());4
(let ((ukwbdn -12)) (+ 18 (/ 11 (* (- -14 -17) ukwbdn))));15;-20;(let ((ukwbdn -12)) '());3
(let* ((fb (if #t (let* () -18) (if #t 27 (* 13 -8)))) (unm -3) (fjw 29) (c -11)) (/ (begin unm (set! fb c) (+ 2 20)) (/ (if (= fb (* 12 -11)) (if #t 15 -13) (if #t fjw unm)) (+ (* unm fjw) (- 1 18)))));53;-21;(let* ((fb (if #t (let* () -18) (if #t 27 (* 13 -8)))) (unm -3) (fjw 29) (c -11)) (/ (begin (set! fb c) (+ 2 20)) (/ (if (= fb (* 12 -11)) (if #t 15 -13) (if #t fjw unm)) (+ (* unm fjw) (- 1 18)))));52
(let* ((jeohtg (if #t (let* () 11) 25)) (jotfi (* 26 -1)) (slq 17) (tixea -26)) slq);13;-9;(let* ((jeohtg (if #t (let* () 11) 25)) (tixea -26)) '());8
(let* ((hgkwra 26)) 2);3;-28;(let* ((hgkwra 26)) '());3
(let ((rcr (- 19 13)) (n 24)) (if (= -11 -1) (begin -27 17 (+ (* -24 -6) (* n rcr))) (if (< (+ -13 (* rcr n)) (/ n 19)) (if #t (if #f (/ -4 (/ 8 25)) 21) -24) -16)));52;27;(let ((rcr (- 19 13)) (n 24)) '());7
(let* ((y 24)) (+ (if (= y y) (+ (* y 6) y) (/ -1 8)) (+ (begin 2 (+ y (+ y -25))) 17)));32;-28;(let* ((y 24)) '());3
(let* ((d (if #t (/ (if #t -20 3) (* 4 30)) 1)) (e (- (+ -5 -27) 0)) (a (if #f -22 7)) (rru -6)) (if #t (+ (+ (+ 30 rru) (if #f d 8)) rru) (+ (/ 2 (+ 19 -15)) (- 18 8))));54;20;(let* ((d (if #t (/ (if #t -20 3) (* 4 30)) 1))) '());15
(let* ((d -15) (qn (* 3 30)) (yjfwq -6) (vtq -11)) (begin (if #t -3 -1) (set! d 13) (- 17 11)));19;-28;(let* ((d -15)) (begin (set! d 13)));5
(let ((heilpt (if #t (+ -14 -4) (begin -16 1))) (tpqus -26) (roaax -16) (vqxrn -17)) (if #t (letrec* ((zgr 28)) (+ roaax -7)) (/ -22 (* (+ vqxrn (* (* 5 (* 14 -11)) 0)) (* (* 16 heilpt) (- -26 (+ 20 -27)))))));52;19;(let () (if #t (letrec* ((zgr 28)) '()) '()));7
(let* ((rmy (let* () 16)) (ttqvtp 13) (eba -4)) (/ -24 (* 0 (* 1 -5))));15;-20;(let* ((rmy (let* () 16)) (ttqvtp 13)) '());5
(let ((w (+ 15 29)) (iai 19)) 9);7;19;(let ((iai 19)) '());3
(let* ((ipy -8) (qm (+ (if #t -25 -15) 23)) (wsly 11) (xoz -20)) (if (= (* qm 19) (* (* -21 (+ xoz (- 22 qm))) (+ (+ 23 -16) ipy))) (if #t (if #t ipy (/ (- wsly -16) (* (- 18 25) (+ xoz ipy)))) (begin ipy xoz)) -27));62;30;(let* ((ipy -8) (qm (+ (if #t -25 -15) 23)) (wsly 11) (xoz -20)) '());12
(let* ((ras (begin -16 -25)) (a (if #t 27 -3)) (zdt 3)) a);10;-30;(let* ((ras (begin -25))) '());4
(let ((birg (* 22 -19)) (ano 16) (vmwxga 1) (mtryq 20)) ano);9;12;(let ((birg (* 22 -19))) '());6
(let* ((zrp (/ -10 -18)) (mbyw -6) (buqu 14)) (- 10 (* (+ zrp 22) zrp)));17;3;(let* ((zrp (/ -10 -18))) '());6
(let* ((qmyodg (if #f 22 -19)) (f -17)) (* (* 20 11) 9));13;26;(let* ((qmyodg (if #f 22 -19))) '());6
(let* ((mufqup (if #f 20 (* 28 -1))) (tvzt 30) (e (if #t 25 -23)) (fbyuch 12)) fbyuch);15;16;(let* ((mufqup (if #f 20 (* 28 -1)))) '());9
(let* ((edyqwc (let* ((cmyn 21)) cmyn)) (eprgep (if #f (* -14 -27) 1)) (swhk (if #t 12 19)) (htejrs 18)) (/ -4 (if #t (* (- 1 htejrs) -19) (- (if #t (* swhk 5) 6) (if #f edyqwc swhk)))));41;-5;(let* ((edyqwc (let* ((cmyn 21)) cmyn)) (htejrs 18)) '());6
(let* ((bnqk (- 30 (let* () 8))) (hibzij 11) (ojqkm -8) (lnwwkc -3)) lnwwkc);10;-15;(let* ((bnqk (- 30 (let* () 8))) (hibzij 11)) '());8
(letrec* ((wz (* (if #f 11 14) (/ -20 4))) (ssdqiy -19) (hy -2)) (- (+ (if #f (- (* hy ssdqiy) wz) wz) (begin (set! hy hy) (/ 3 ssdqiy))) (/ (/ (/ hy wz) hy) (* -7 -26))));47;18;(letrec* ((wz (* (if #f 11 14) (/ -20 4))) (ssdqiy -19) (hy -2)) (- (+ (if #f (- (* hy ssdqiy) wz) wz) (begin (set! hy hy) (/ 3 ssdqiy))) (/ (/ (/ hy wz) hy) (* -7 -26))));47
(let* ((nsla -26) (lif -28) (wbn -2)) -21);5;-3;(let* ((nsla -26)) '());3
(letrec* ((lngqfv -27) (p 30) (l -13) (rq -16)) 19);6;-23;(letrec* ((p 30)) '());3
(let* ((hd 18)) (* hd (* -1 hd)));9;-20;(let* ((hd 18)) '());3
(let ((dx 18) (zsj (begin 15 -9)) (iztrxm -18) (i -14)) (begin -28 (set! dx (if #f (/ 3 (/ (* (- 28 zsj) 3) (/ 5 8))) -22)) (set! zsj (- (+ 26 -21) -14)) (/ 19 (+ iztrxm 18))));44;-14;(let ((iztrxm -18)) '());3
(let* ((akjo 8) (g (if #t 21 -5)) (k -24) (jrykl -1)) (begin (set! k 1) (* (/ (- 12 (+ (* k -22) 30)) g) -25) (* (* -15 (/ 10 -5)) (/ -25 29))));40;30;(let* ((k -24)) (begin (set! k 1)));5
(let* ((bffpvw (begin (if #f 29 -3) 16 10)) (n (begin 27 -7)) (nrmdcl 22) (cs -10)) (if #t (/ 24 cs) (begin (* -25 -21) (+ (+ (- (+ -9 (+ 11 (/ -14 cs))) 0) (- -4 (/ -9 nrmdcl))) n) 1)));50;-2;(let* ((nrmdcl 22)) '());3
(let* ((qyjsb -30) (loqj 30) (xqrzo 27) (xbn -26)) (if #t 5 (if #t xqrzo (/ qyjsb -26))));15;-13;(let* ((xbn -26)) '());3
(let* ((eanm 22) (tc 16) (qdhty (if #t 11 -28)) (hctov -24)) (if (= (- tc 16) (/ (- -30 (* hctov -21)) -30)) (/ (* eanm eanm) (- qdhty tc)) (if #f -12 (let* () (/ 8 eanm)))));43;11;(let* ((tc 16) (hctov -24)) '());4
(let* ((qlr (begin 21 -7 19)) (kdw (begin -1 -6)) (crv -10) (gi -10)) (- 30 (/ 16 -9)));17;-12;(let* ((qlr (begin 19))) '());4
(let ((ous -23) (hrigi (begin -23 25)) (neg (+ -12 4)) (mbc -27)) (+ (* (* mbc 10) -9) neg));20;-21;(let ((mbc -27)) '());3
(letrec* ((b (* 6 30)) (tuab 21) (kz -5) (kcbk -17)) -27);9;14;(letrec* ((kz -5)) '());3
(letrec* ((nuy -16) (w -2) (rukra -6)) (/ (/ 6 (/ (* (- 15 -18) -24) rukra)) rukra));20;-30;(letrec* ((nuy -16)) '());3
(letrec* ((o (- 23 (* 0 20))) (ppmci -2) (ua 2)) (/ 3 (- (if #f (if #t -3 ppmci) ua) (* -1 (+ -27 10)))));29;-14;(letrec* ((ppmci -2)) '());3
